0.0;0.046047153765675496;0.0025625385224079555
0.04;0.08789302182008053;0.009414230137033965
0.081;0.1259794841168557;0.019583549176756053
0.121;0.15707368807000113;0.030873905447588754
0.162;0.18184719300026964;0.041963006662981625
0.201;0.19834647430902128;0.05046786680845162
0.242;0.2081429538204311;0.05597143459759935
0.282;0.21027587925006422;0.057216469627775615
0.322;0.20516107829628244;0.054259190065350855
0.363;0.19251911457696533;0.04735697949981249
0.403;0.17317645213651028;0.037859553448041094
0.444;0.14659269048408485;0.02675319306317883
0.484;0.11480294025151225;0.016195179430328725
0.525;0.07740128698751213;0.007281910172387879
0.565;0.03776287037372096;0.0017216850339984734
0.606;-0.004176182663805212;2.101318457276957e-05
0.646;-0.04438879934673742;0.0023807633028301483
0.687;-0.0829302163574153;0.008370464409049263
0.727;-0.1163065601839428;0.016631095518012458
0.768;-0.1449278948171918;0.026128677704491805
0.808;-0.1666004501485497;0.03490883986824873
0.848;-0.18166914268357962;0.041876263691770506
0.889;-0.19008288539862792;0.0460914792546368
0.928;-0.19146354949655642;0.046806152666588316
0.969;-0.18602606925480947;0.04402924433642367
1.009;-0.17406558946340103;0.038269100597311305
1.05;-0.155266379359802;0.030139828716327106
1.09;-0.13102254037240413;0.021225833866209912
1.131;-0.10091181818498765;0.012455834782567024
1.171;-0.06750199771677766;0.005526581687841265
1.212;-0.03058653856850366;0.0011286870796703191
1.252;0.006389431826502754;4.91894682762678e-05
1.293;0.043491872694392614;0.0022852595199261095
1.333;0.07727237915556207;0.007257459394240979
1.374;0.10796723104314226;0.01429053290335562
1.414;0.13299631099504178;0.021888080488889093
1.455;0.15284744899859568;0.029172762321500036
1.495;0.16611843158840742;0.034697927054548376
1.536;0.17326460982310746;0.03790004642953568
1.576;0.17389523433384427;0.03819043606089644
1.617;0.1681147728230775;0.035576195846063106
1.657;0.15638347800015662;0.030592393664518474
1.698;0.13844616609173482;0.02377415845256366
1.737;0.11632435481365294;0.016636291214689864
1.778;0.08852884713178864;0.009552539500471885
1.818;0.0579631556353855;0.004067800496495417
1.859;0.024434061269249643;0.0007199296974442048
1.899;-0.008962139971220764;9.678231286728011e-05
1.94;-0.04233559458807754;0.0021650481961659977
1.98;-0.07263280845157095;0.0064054881224695
